codigoMesa;idUbigeo;dep;gap_t_c_s;jpp_votos;rla_votos;total_valid;jpp_pct;ganador
065335;150101;15;7328.0;3;9;176;1.705;FUERZA POPULAR
032428;121201;12;7309.0;21;29;183;11.475;VOTOS EN BLANCO
022269;100104;10;7297.0;14;18;198;7.071;FUERZA POPULAR
033919;130112;13;7290.0;25;16;224;11.161;FUERZA POPULAR
087841;941706;94;7272.0;5;37;202;2.475;VOTOS EN BLANCO
033920;130112;13;7271.0;20;13;210;9.524;FUERZA POPULAR
003146;21307;02;7269.0;22;14;184;11.957;FUERZA POPULAR
005081;30605;03;7239.0;21;8;44;47.727;VOTOS EN BLANCO
033134;130101;13;7233.0;12;8;198;6.061;FUERZA POPULAR
059811;140141;14;7212.0;4;17;210;1.905;PARTIDO DEL BUEN GOBIERNO
005581;40102;04;7179.0;8;21;225;3.556;PARTIDO DEL BUEN GOBIERNO
005982;40103;04;7166.0;24;34;251;9.562;PARTIDO DEL BUEN GOBIERNO
023443;100304;10;7162.0;15;47;175;8.571;PARTIDO CÍVICO OBRAS
031738;120806;12;7154.0;14;11;187;7.487;FUERZA POPULAR
081324;240101;24;7153.0;2;22;200;1.0;FUERZA POPULAR
085530;920202;92;7153.0;4;14;92;4.348;VOTOS EN BLANCO
085815;920207;92;7146.0;5;9;150;3.333;VOTOS EN BLANCO
050335;140127;14;7145.0;3;9;193;1.554;RENOVACIÓN POPULAR
085915;920601;92;7132.0;0;3;143;0.0;RENOVACIÓN POPULAR
005977;40103;04;7127.0;25;27;236;10.593;PARTIDO DEL BUEN GOBIERNO
003219;21307;02;7115.0;19;20;199;9.548;FUERZA POPULAR
028551;120102;12;7104.0;16;17;178;8.989;VOTOS EN BLANCO
059066;140140;14;7102.0;6;11;215;2.791;RENOVACIÓN POPULAR
085549;920202;92;7086.0;5;19;113;4.425;VOTOS EN BLANCO
017987;71106;07;7052.0;56;47;184;30.435;JUNTOS POR EL PERÚ
020399;90208;09;7048.0;22;19;137;16.058;FUERZA POPULAR
087351;940902;94;7041.0;0;19;168;0.0;RENOVACIÓN POPULAR
033897;130112;13;7040.0;14;13;176;7.955;FUERZA POPULAR
002691;21301;02;7026.0;4;7;140;2.857;FUERZA POPULAR
017482;70907;07;7024.0;27;39;99;27.273;PARTIDO CÍVICO OBRAS
085958;920706;92;7018.0;0;10;161;0.0;RENOVACIÓN POPULAR
045733;140116;14;7016.0;14;25;154;9.091;FUERZA POPULAR
045746;140116;14;7003.0;16;26;202;7.921;FUERZA POPULAR
069382;190101;19;7003.0;6;5;193;3.109;RENOVACIÓN POPULAR
086396;921315;92;7003.0;0;3;78;0.0;RENOVACIÓN POPULAR
017481;70907;07;6992.0;24;18;68;35.294;JUNTOS POR EL PERÚ
005099;30607;03;6983.0;84;18;129;65.116;JUNTOS POR EL PERÚ
081857;240101;24;6977.0;7;12;215;3.256;FUERZA POPULAR
021127;90701;09;6948.0;61;37;123;49.593;JUNTOS POR EL PERÚ
013827;60804;06;6917.0;66;16;165;40.0;JUNTOS POR EL PERÚ
017487;70907;07;6915.0;26;24;84;30.952;JUNTOS POR EL PERÚ
013839;60804;06;6901.0;78;20;153;50.98;JUNTOS POR EL PERÚ
034175;130112;13;6892.0;26;12;204;12.745;FUERZA POPULAR
086406;921315;92;6890.0;2;3;71;2.817;RENOVACIÓN POPULAR
014524;61106;06;6873.0;41;16;83;49.398;JUNTOS POR EL PERÚ
004925;30501;03;6856.0;32;19;97;32.99;VOTOS EN BLANCO
017485;70907;07;6855.0;20;36;77;25.974;PARTIDO CÍVICO OBRAS
050625;140130;14;6848.0;1;9;191;0.524;RENOVACIÓN POPULAR
043055;140109;14;6799.0;8;20;199;4.02;FUERZA POPULAR
014487;61105;06;6788.0;72;12;150;48.0;JUNTOS POR EL PERÚ
067671;160102;16;6787.0;38;25;123;30.894;JUNTOS POR EL PERÚ
065001;150101;15;6782.0;10;5;191;5.236;PARTIDO PAÍS PARA TODOS
004921;30501;03;6776.0;47;26;106;44.34;JUNTOS POR EL PERÚ
076190;200901;20;6735.0;42;38;212;19.811;JUNTOS POR EL PERÚ
050556;140130;14;6655.0;1;9;211;0.474;RENOVACIÓN POPULAR
065327;150101;15;6633.0;2;4;185;1.081;FUERZA POPULAR
065771;150112;15;6632.0;4;4;105;3.81;FUERZA POPULAR
051620;140130;14;6630.0;0;13;180;0.0;RENOVACIÓN POPULAR
020482;90317;09;6627.0;61;28;123;49.593;JUNTOS POR EL PERÚ
014636;61205;06;6610.0;58;25;171;33.918;JUNTOS POR EL PERÚ
005572;40102;04;6581.0;4;18;234;1.709;RENOVACIÓN POPULAR
051432;140130;14;6570.0;0;10;194;0.0;RENOVACIÓN POPULAR
058957;140139;14;6558.0;13;34;203;6.404;FUERZA POPULAR
004920;30501;03;6532.0;51;13;95;53.684;VOTOS EN BLANCO
050672;140130;14;6531.0;0;15;248;0.0;RENOVACIÓN POPULAR
005045;30506;03;6528.0;71;50;161;44.099;JUNTOS POR EL PERÚ
065325;150101;15;6528.0;4;12;182;2.198;FUERZA POPULAR
066275;150113;15;6495.0;6;7;172;3.488;FUERZA POPULAR
020883;90602;09;6493.0;43;21;141;30.496;JUNTOS POR EL PERÚ
001476;20304;02;6488.0;38;19;139;27.338;JUNTOS POR EL PERÚ
065308;150101;15;6487.0;5;6;193;2.591;FUERZA POPULAR
050641;140130;14;6474.0;7;6;205;3.415;RENOVACIÓN POPULAR
005013;30505;03;6473.0;54;27;119;45.378;JUNTOS POR EL PERÚ
072314;190501;19;6471.0;8;10;176;4.545;FUERZA POPULAR
050621;140130;14;6392.0;0;7;196;0.0;RENOVACIÓN POPULAR
001855;20701;02;6379.0;12;17;169;7.101;VOTOS EN BLANCO
005049;30506;03;6373.0;71;52;169;42.012;JUNTOS POR EL PERÚ
009040;40409;04;6355.0;97;24;186;52.151;JUNTOS POR EL PERÚ
005100;30607;03;6338.0;85;13;124;68.548;JUNTOS POR EL PERÚ
062790;140411;14;6318.0;12;24;204;5.882;FUERZA POPULAR
020511;90401;09;6314.0;25;28;93;26.882;VOTOS EN BLANCO
061357;140142;14;6311.0;5;17;229;2.183;FUERZA POPULAR
051623;140130;14;6310.0;4;11;172;2.326;RENOVACIÓN POPULAR
021746;100101;10;6297.0;15;18;197;7.614;FUERZA POPULAR
051646;140130;14;6267.0;2;10;193;1.036;RENOVACIÓN POPULAR
005014;30505;03;6249.0;57;30;132;43.182;JUNTOS POR EL PERÚ
030282;120113;12;6246.0;12;19;206;5.825;FUERZA POPULAR
051482;140130;14;6199.0;1;5;207;0.483;RENOVACIÓN POPULAR
063744;140615;14;6150.0;25;32;211;11.848;FUERZA POPULAR
085692;920202;92;6136.0;6;8;109;5.505;VOTOS EN BLANCO
067469;160101;16;6129.0;44;18;182;24.176;JUNTOS POR EL PERÚ
051480;140130;14;6111.0;0;7;185;0.0;RENOVACIÓN POPULAR
006110;40103;04;6105.0;20;28;219;9.132;PARTIDO DEL BUEN GOBIERNO
022412;100107;10;6105.0;16;16;176;9.091;VOTOS EN BLANCO
018075;71205;07;6090.0;85;29;173;49.133;JUNTOS POR EL PERÚ
030861;120410;12;6065.0;36;18;91;39.56;JUNTOS POR EL PERÚ
014527;61106;06;6053.0;64;12;130;49.231;JUNTOS POR EL PERÚ
065326;150101;15;6052.0;4;7;186;2.151;FUERZA POPULAR
051479;140130;14;6024.0;0;6;219;0.0;RENOVACIÓN POPULAR
065321;150101;15;6019.0;5;5;141;3.546;PARTIDO PAÍS PARA TODOS
020571;90404;09;6018.0;47;24;102;46.078;JUNTOS POR EL PERÚ
061145;140142;14;6011.0;2;18;260;0.769;RENOVACIÓN POPULAR
006384;40106;04;6010.0;48;48;200;24.0;JUNTOS POR EL PERÚ
005048;30506;03;5972.0;96;45;169;56.805;JUNTOS POR EL PERÚ
051612;140130;14;5971.0;1;7;169;0.592;RENOVACIÓN POPULAR
018143;71210;07;5967.0;138;13;190;72.632;JUNTOS POR EL PERÚ
034331;130112;13;5959.0;32;15;209;15.311;FUERZA POPULAR
012370;60308;06;5951.0;72;14;113;63.717;JUNTOS POR EL PERÚ
085844;920405;92;5928.0;1;7;147;0.68;RENOVACIÓN POPULAR
032638;130101;13;5923.0;19;11;217;8.756;RENOVACIÓN POPULAR
067437;160101;16;5912.0;28;18;175;16.0;VOTOS EN BLANCO
019761;90102;09;5900.0;28;20;95;29.474;JUNTOS POR EL PERÚ
005101;30607;03;5898.0;65;13;109;59.633;JUNTOS POR EL PERÚ
051475;140130;14;5887.0;1;1;197;0.508;RENOVACIÓN POPULAR
001095;20101;02;5825.0;13;21;195;6.667;AHORA NACIÓN - AN
086408;921315;92;5810.0;1;5;79;1.266;RENOVACIÓN POPULAR
071014;190115;19;5809.0;12;10;218;5.505;FUERZA POPULAR
051132;140130;14;5798.0;0;3;249;0.0;RENOVACIÓN POPULAR
018046;71203;07;5772.0;40;13;109;36.697;JUNTOS POR EL PERÚ
017731;70916;07;5752.0;69;17;141;48.936;JUNTOS POR EL PERÚ
051617;140130;14;5728.0;3;6;184;1.63;RENOVACIÓN POPULAR
087304;940902;94;5714.0;4;17;162;2.469;RENOVACIÓN POPULAR
031593;120802;12;5713.0;5;12;165;3.03;FUERZA POPULAR
013959;60810;06;5707.0;79;24;164;48.171;JUNTOS POR EL PERÚ
079986;220111;22;5706.0;14;40;228;6.14;PARTIDO CÍVICO OBRAS
006341;40106;04;5696.0;42;26;207;20.29;JUNTOS POR EL PERÚ
074641;200114;20;5687.0;65;19;221;29.412;PARTIDO POLÍTICO COOPERACIÓN POPULAR
050567;140130;14;5674.0;2;1;280;0.714;RENOVACIÓN POPULAR
049750;140126;14;5655.0;2;21;178;1.124;PARTIDO DEL BUEN GOBIERNO
005094;30607;03;5654.0;99;9;148;66.892;JUNTOS POR EL PERÚ
005102;30607;03;5647.0;72;14;116;62.069;JUNTOS POR EL PERÚ
010915;50703;05;5618.0;27;14;102;26.471;JUNTOS POR EL PERÚ
031385;120610;12;5607.0;37;14;104;35.577;JUNTOS POR EL PERÚ
031333;120608;12;5593.0;41;15;146;28.082;JUNTOS POR EL PERÚ
012446;60401;06;5589.0;31;16;125;24.8;VOTOS EN BLANCO
021273;90802;09;5588.0;23;15;113;20.354;VOTOS EN BLANCO
014367;61102;06;5585.0;126;19;200;63.0;JUNTOS POR EL PERÚ
012447;60401;06;5577.0;39;14;125;31.2;VOTOS EN BLANCO
019735;90102;09;5566.0;31;34;149;20.805;FUERZA POPULAR
024957;110113;11;5566.0;17;13;208;8.173;FUERZA POPULAR
065269;150101;15;5562.0;3;11;160;1.875;FUERZA POPULAR
085588;920202;92;5559.0;10;12;119;8.403;VOTOS EN BLANCO
005906;40103;04;5558.0;5;11;239;2.092;PARTIDO DEL BUEN GOBIERNO
051484;140130;14;5557.0;4;9;199;2.01;RENOVACIÓN POPULAR
005095;30607;03;5544.0;110;7;147;74.83;JUNTOS POR EL PERÚ
051138;140130;14;5542.0;0;2;270;0.0;RENOVACIÓN POPULAR
005009;30505;03;5516.0;61;28;107;57.009;JUNTOS POR EL PERÚ
019344;80607;08;5504.0;36;15;111;32.432;JUNTOS POR EL PERÚ
014314;61101;06;5494.0;36;26;142;25.352;VOTOS EN BLANCO
005838;40103;04;5486.0;25;33;228;10.965;PARTIDO DEL BUEN GOBIERNO
005012;30505;03;5477.0;52;36;121;42.975;JUNTOS POR EL PERÚ
088048;950104;95;5477.0;0;5;93;0.0;RENOVACIÓN POPULAR
085916;920601;92;5469.0;2;10;139;1.439;RENOVACIÓN POPULAR
051388;140130;14;5465.0;2;14;192;1.042;RENOVACIÓN POPULAR
050679;140130;14;5462.0;4;4;220;1.818;RENOVACIÓN POPULAR
087496;940910;94;5462.0;1;15;165;0.606;RENOVACIÓN POPULAR
019796;90103;09;5448.0;79;22;130;60.769;JUNTOS POR EL PERÚ
031332;120608;12;5444.0;46;17;124;37.097;JUNTOS POR EL PERÚ
031837;120808;12;5437.0;7;16;181;3.867;FUERZA POPULAR
050622;140130;14;5431.0;2;14;211;0.948;RENOVACIÓN POPULAR
006029;40103;04;5426.0;15;20;153;9.804;PARTIDO DEL BUEN GOBIERNO
025204;110120;11;5405.0;16;16;162;9.877;VOTOS EN BLANCO
051128;140130;14;5405.0;0;0;258;0.0;RENOVACIÓN POPULAR
075435;200506;20;5404.0;59;49;209;28.23;JUNTOS POR EL PERÚ
067198;150604;15;5398.0;2;5;73;2.74;VOTOS EN BLANCO
005010;30505;03;5385.0;51;39;126;40.476;JUNTOS POR EL PERÚ
042413;140108;14;5354.0;6;14;209;2.871;RENOVACIÓN POPULAR
048461;140126;14;5347.0;5;18;214;2.336;RENOVACIÓN POPULAR
045565;140116;14;5346.0;7;16;233;3.004;FUERZA POPULAR
045735;140116;14;5304.0;21;19;165;12.727;FUERZA POPULAR
005011;30505;03;5299.0;51;32;114;44.737;JUNTOS POR EL PERÚ
015101;70104;07;5293.0;19;26;213;8.92;AHORA NACIÓN - AN
004931;30501;03;5290.0;50;24;121;41.322;JUNTOS POR EL PERÚ
050615;140130;14;5288.0;1;8;207;0.483;RENOVACIÓN POPULAR
084843;250104;25;5286.0;33;9;156;21.154;VOTOS EN BLANCO
018155;71210;07;5270.0;150;20;208;72.115;JUNTOS POR EL PERÚ
031531;120707;12;5262.0;26;9;76;34.211;JUNTOS POR EL PERÚ
005008;30505;03;5255.0;43;19;92;46.739;JUNTOS POR EL PERÚ
050908;140130;14;5248.0;1;6;249;0.402;RENOVACIÓN POPULAR
011099;51104;05;5237.0;57;14;113;50.442;JUNTOS POR EL PERÚ
051644;140130;14;5237.0;2;4;190;1.053;RENOVACIÓN POPULAR
004935;30501;03;5232.0;65;24;140;46.429;JUNTOS POR EL PERÚ
012417;60312;06;5229.0;83;7;111;74.775;JUNTOS POR EL PERÚ
042412;140108;14;5219.0;2;12;196;1.02;RENOVACIÓN POPULAR
077028;201201;20;5204.0;63;27;180;35.0;JUNTOS POR EL PERÚ
028462;120101;12;5200.0;3;4;212;1.415;FUERZA POPULAR
034372;130113;13;5198.0;5;16;175;2.857;FUERZA POPULAR
048459;140126;14;5194.0;2;14;225;0.889;PARTIDO DEL BUEN GOBIERNO
004031;21901;02;5189.0;11;35;184;5.978;FUERZA POPULAR
086026;921006;92;5188.0;8;13;122;6.557;VOTOS EN BLANCO
051587;140130;14;5174.0;3;3;131;2.29;RENOVACIÓN POPULAR
021148;90701;09;5167.0;47;19;84;55.952;JUNTOS POR EL PERÚ
031346;120608;12;5162.0;27;7;84;32.143;VOTOS EN BLANCO
051127;140130;14;5159.0;1;1;249;0.402;RENOVACIÓN POPULAR
001456;20208;02;5155.0;13;5;105;12.381;VOTOS EN BLANCO
005097;30607;03;5148.0;113;8;156;72.436;JUNTOS POR EL PERÚ
002362;21101;02;5142.0;65;15;160;40.625;JUNTOS POR EL PERÚ
078687;210611;21;5142.0;27;20;197;13.706;FUERZA POPULAR
020455;90314;09;5139.0;59;19;134;44.03;JUNTOS POR EL PERÚ
029720;120111;12;5138.0;4;6;180;2.222;FUERZA POPULAR
036008;140101;14;5128.0;4;12;153;2.614;VOTOS EN BLANCO
018151;71210;07;5124.0;123;29;199;61.809;JUNTOS POR EL PERÚ
000555;10420;01;5115.0;20;19;114;17.544;FUERZA POPULAR
058956;140139;14;5101.0;12;22;156;7.692;VOTOS NULOS
030697;120307;12;5076.0;39;13;107;36.449;JUNTOS POR EL PERÚ
031520;120706;12;5050.0;38;6;104;36.538;JUNTOS POR EL PERÚ
045556;140116;14;5049.0;5;14;214;2.336;FUERZA POPULAR
031354;120608;12;5047.0;25;16;81;30.864;VOTOS EN BLANCO
086493;921317;92;5047.0;1;2;76;1.316;RENOVACIÓN POPULAR
069181;190101;19;5040.0;7;8;220;3.182;FUERZA POPULAR
019762;90102;09;5038.0;24;37;144;16.667;VOTOS EN BLANCO
012448;60401;06;5026.0;48;12;117;41.026;JUNTOS POR EL PERÚ
067028;150504;15;5022.0;9;1;42;21.429;VOTOS EN BLANCO
042409;140108;14;5017.0;4;20;209;1.914;RENOVACIÓN POPULAR
031934;120901;12;5016.0;13;19;205;6.341;FUERZA POPULAR
081520;240101;24;5005.0;3;16;193;1.554;FUERZA POPULAR
031311;120607;12;4997.0;11;1;56;19.643;VOTOS EN BLANCO
066185;150113;15;4981.0;8;9;183;4.372;FUERZA POPULAR
073558;190701;19;4977.0;4;11;160;2.5;FUERZA POPULAR
019827;90105;09;4940.0;43;23;128;33.594;JUNTOS POR EL PERÚ
031203;120508;12;4935.0;24;13;166;14.458;VOTOS EN BLANCO
009491;50101;05;4922.0;23;31;182;12.637;AHORA NACIÓN - AN
018146;71210;07;4922.0;208;10;230;90.435;JUNTOS POR EL PERÚ
002258;20905;02;4906.0;32;4;98;32.653;JUNTOS POR EL PERÚ
042405;140108;14;4905.0;4;20;219;1.826;PARTIDO DEL BUEN GOBIERNO
075343;200501;20;4891.0;68;18;180;37.778;JUNTOS POR EL PERÚ
042408;140108;14;4890.0;2;17;202;0.99;FUERZA POPULAR
051458;140130;14;4877.0;1;10;270;0.37;RENOVACIÓN POPULAR
066912;150410;15;4868.0;7;0;127;5.512;FUERZA POPULAR
001458;20208;02;4864.0;29;18;133;21.805;JUNTOS POR EL PERÚ
042407;140108;14;4856.0;2;15;215;0.93;PARTIDO DEL BUEN GOBIERNO
031894;120901;12;4854.0;19;10;195;9.744;FUERZA POPULAR
059695;140141;14;4832.0;5;23;208;2.404;FUERZA POPULAR
051433;140130;14;4830.0;4;13;204;1.961;RENOVACIÓN POPULAR
066910;150410;15;4827.0;2;6;126;1.587;FUERZA POPULAR
087882;941706;94;4824.0;7;42;227;3.084;PARTIDO CÍVICO OBRAS
019964;90110;09;4822.0;30;20;166;18.072;VOTOS EN BLANCO
066909;150410;15;4809.0;3;3;106;2.83;FUERZA POPULAR
059703;140141;14;4789.0;8;31;210;3.81;FUERZA POPULAR
031349;120608;12;4770.0;30;9;87;34.483;VOTOS EN BLANCO
031408;120613;12;4769.0;39;13;127;30.709;JUNTOS POR EL PERÚ
021679;100101;10;4768.0;18;16;184;9.783;VOTOS EN BLANCO
028372;120101;12;4768.0;2;14;216;0.926;PARTIDO DEL BUEN GOBIERNO
050678;140130;14;4763.0;3;16;230;1.304;RENOVACIÓN POPULAR
059691;140141;14;4746.0;4;23;224;1.786;FUERZA POPULAR
031409;120613;12;4739.0;35;24;114;30.702;VOTOS EN BLANCO
066905;150410;15;4737.0;12;1;134;8.955;FUERZA POPULAR
066900;150410;15;4733.0;5;1;114;4.386;FUERZA POPULAR
044627;140113;14;4726.0;5;11;230;2.174;PARTIDO DEL BUEN GOBIERNO
001528;20325;02;4718.0;33;23;153;21.569;JUNTOS POR EL PERÚ
021095;90610;09;4712.0;55;19;158;34.81;JUNTOS POR EL PERÚ
001457;20208;02;4709.0;17;19;122;13.934;AHORA NACIÓN - AN
067190;150604;15;4704.0;4;0;52;7.692;VOTOS EN BLANCO
031348;120608;12;4690.0;40;17;118;33.898;VOTOS EN BLANCO
067195;150604;15;4670.0;3;2;51;5.882;VOTOS EN BLANCO
087917;941709;94;4655.0;8;0;175;4.571;VOTOS EN BLANCO
045551;140116;14;4644.0;4;12;224;1.786;FUERZA POPULAR
087391;940903;94;4638.0;0;13;103;0.0;RENOVACIÓN POPULAR
020863;90601;09;4630.0;8;35;173;4.624;FUERZA POPULAR
059718;140141;14;4624.0;4;19;198;2.02;FUERZA POPULAR
035495;130305;13;4615.0;21;14;190;11.053;FUERZA POPULAR
031351;120608;12;4599.0;27;17;104;25.962;VOTOS EN BLANCO
024774;110113;11;4588.0;12;16;229;5.24;RENOVACIÓN POPULAR
031387;120611;12;4583.0;57;10;113;50.442;JUNTOS POR EL PERÚ
054646;140135;14;4570.0;9;30;204;4.412;FUERZA POPULAR
051466;140130;14;4569.0;0;8;204;0.0;RENOVACIÓN POPULAR
001027;10706;01;4560.0;18;15;97;18.557;VOTOS EN BLANCO
051440;140130;14;4551.0;1;2;198;0.505;RENOVACIÓN POPULAR
058904;140139;14;4546.0;11;32;179;6.145;PARTIDO CÍVICO OBRAS
066908;150410;15;4529.0;5;6;125;4.0;FUERZA POPULAR
017868;71101;07;4513.0;76;32;177;42.938;JUNTOS POR EL PERÚ
032123;121001;12;4500.0;22;8;133;16.541;VOTOS EN BLANCO
010166;50201;05;4496.0;57;14;139;41.007;JUNTOS POR EL PERÚ
031746;120806;12;4461.0;9;13;208;4.327;FUERZA POPULAR
020457;90314;09;4457.0;63;12;118;53.39;JUNTOS POR EL PERÚ
031335;120608;12;4456.0;33;16;124;26.613;VOTOS EN BLANCO
021665;100101;10;4448.0;10;9;125;8.0;PARTIDO DEL BUEN GOBIERNO
031391;120611;12;4445.0;71;8;128;55.469;JUNTOS POR EL PERÚ
031386;120611;12;4439.0;42;8;110;38.182;JUNTOS POR EL PERÚ
031350;120608;12;4438.0;18;18;102;17.647;VOTOS EN BLANCO
063643;140615;14;4424.0;15;32;203;7.389;FUERZA POPULAR
067185;150604;15;4424.0;9;0;54;16.667;VOTOS EN BLANCO
021345;90901;09;4403.0;25;11;58;43.103;JUNTOS POR EL PERÚ
066903;150410;15;4394.0;7;4;119;5.882;FUERZA POPULAR
044698;140113;14;4384.0;11;30;220;5.0;FUERZA POPULAR
069614;190101;19;4384.0;4;9;222;1.802;RENOVACIÓN POPULAR
017510;70908;07;4376.0;52;24;147;35.374;JUNTOS POR EL PERÚ
031390;120611;12;4374.0;50;13;112;44.643;JUNTOS POR EL PERÚ
042401;140108;14;4373.0;5;10;181;2.762;FUERZA POPULAR
013053;60606;06;4363.0;129;9;158;81.646;JUNTOS POR EL PERÚ
012675;60504;06;4355.0;51;11;106;48.113;JUNTOS POR EL PERÚ
068700;180113;18;4351.0;3;19;102;2.941;VOTOS EN BLANCO
031393;120611;12;4344.0;53;13;110;48.182;JUNTOS POR EL PERÚ
020004;90110;09;4342.0;32;25;209;15.311;JUNTOS POR EL PERÚ
005084;30605;03;4340.0;51;2;89;57.303;JUNTOS POR EL PERÚ
061368;140142;14;4339.0;3;21;187;1.604;FUERZA POPULAR
086270;921303;92;4326.0;0;7;113;0.0;RENOVACIÓN POPULAR
077581;210205;21;4324.0;32;7;102;31.373;VOTOS EN BLANCO
031352;120608;12;4323.0;23;9;87;26.437;VOTOS EN BLANCO
065060;150101;15;4307.0;6;9;180;3.333;PARTIDO PAÍS PARA TODOS
019167;80509;08;4298.0;81;16;178;45.506;JUNTOS POR EL PERÚ
031392;120611;12;4294.0;43;12;122;35.246;VOTOS EN BLANCO
017873;71101;07;4279.0;86;37;185;46.486;JUNTOS POR EL PERÚ
002180;20813;02;4277.0;17;17;111;15.315;PARTIDO PAÍS PARA TODOS
011096;51104;05;4276.0;61;12;106;57.547;JUNTOS POR EL PERÚ
006367;40106;04;4262.0;38;34;202;18.812;JUNTOS POR EL PERÚ
001705;20501;02;4261.0;8;12;114;7.018;VOTOS EN BLANCO
020454;90314;09;4243.0;64;12;137;46.715;JUNTOS POR EL PERÚ
014323;61101;06;4232.0;90;30;177;50.847;JUNTOS POR EL PERÚ
017986;71106;07;4231.0;57;52;172;33.14;JUNTOS POR EL PERÚ
021776;100101;10;4217.0;6;16;192;3.125;PARTIDO DEL BUEN GOBIERNO
067022;150504;15;4216.0;18;3;128;14.062;FUERZA POPULAR
067179;150603;15;4212.0;2;2;53;3.774;VOTOS EN BLANCO
000338;10206;01;4204.0;72;5;102;70.588;JUNTOS POR EL PERÚ
076852;201004;20;4203.0;71;25;168;42.262;JUNTOS POR EL PERÚ
002225;20901;02;4196.0;51;12;130;39.231;JUNTOS POR EL PERÚ
050667;140130;14;4196.0;2;8;227;0.881;RENOVACIÓN POPULAR
069772;190103;19;4188.0;14;9;223;6.278;FUERZA POPULAR
027025;110803;11;4177.0;20;19;123;16.26;VOTOS EN BLANCO
008730;40220;04;4174.0;35;61;211;16.588;PARTIDO CÍVICO OBRAS
079064;210801;21;4169.0;31;21;152;20.395;VOTOS EN BLANCO
021337;90901;09;4165.0;55;12;112;49.107;JUNTOS POR EL PERÚ
067920;170101;17;4165.0;16;25;173;9.249;PARTIDO CÍVICO OBRAS
062743;140409;14;4159.0;10;22;202;4.95;FUERZA POPULAR
028752;120103;12;4155.0;7;6;137;5.109;FUERZA POPULAR
067609;160101;16;4153.0;26;25;175;14.857;FUERZA POPULAR
074024;190802;19;4152.0;20;18;182;10.989;FUERZA POPULAR
004942;30501;03;4139.0;49;35;109;44.954;JUNTOS POR EL PERÚ
007168;40118;04;4124.0;79;51;220;35.909;JUNTOS POR EL PERÚ
077347;210101;21;4123.0;20;20;154;12.987;VOTOS EN BLANCO
043301;140110;14;4113.0;0;12;222;0.0;RENOVACIÓN POPULAR
007157;40118;04;4111.0;34;41;221;15.385;PARTIDO CÍVICO OBRAS
031353;120608;12;4111.0;31;6;92;33.696;VOTOS EN BLANCO
017870;71101;07;4105.0;73;29;175;41.714;JUNTOS POR EL PERÚ
085648;920202;92;4100.0;4;7;93;4.301;VOTOS EN BLANCO
087748;941501;94;4097.0;1;10;101;0.99;RENOVACIÓN POPULAR
015677;70106;07;4095.0;10;26;214;4.673;PARTIDO DEL BUEN GOBIERNO
066272;150113;15;4095.0;8;6;146;5.479;FUERZA POPULAR
027022;110803;11;4090.0;24;23;132;18.182;VOTOS EN BLANCO
001103;20101;02;4088.0;19;18;211;9.005;AHORA NACIÓN - AN
007170;40118;04;4086.0;46;56;209;22.01;PARTIDO CÍVICO OBRAS
031388;120611;12;4086.0;69;7;121;57.025;JUNTOS POR EL PERÚ
086390;921315;92;4083.0;0;5;76;0.0;RENOVACIÓN POPULAR
008729;40220;04;4082.0;46;56;206;22.33;PARTIDO CÍVICO OBRAS
085689;920202;92;4079.0;6;8;109;5.505;VOTOS EN BLANCO
087975;941711;94;4073.0;7;31;218;3.211;VOTOS EN BLANCO
080973;230202;23;4069.0;21;6;163;12.883;FUERZA POPULAR
037048;140102;14;4059.0;3;9;207;1.449;FUERZA POPULAR
021335;90901;09;4057.0;28;7;64;43.75;JUNTOS POR EL PERÚ
027021;110803;11;4050.0;15;19;117;12.821;FUERZA POPULAR
085658;920202;92;4049.0;4;20;114;3.509;VOTOS EN BLANCO
050304;140127;14;4046.0;2;8;197;1.015;RENOVACIÓN POPULAR
087805;941706;94;4045.0;1;33;174;0.575;VOTOS EN BLANCO
007166;40118;04;4039.0;54;36;214;25.234;JUNTOS POR EL PERÚ
007171;40118;04;4039.0;45;48;239;18.828;PARTIDO CÍVICO OBRAS
065227;150101;15;4038.0;4;3;188;2.128;FUERZA POPULAR
019171;80509;08;4037.0;84;17;185;45.405;JUNTOS POR EL PERÚ
023338;100301;10;4036.0;7;13;116;6.034;FUERZA POPULAR
002149;20813;02;4034.0;24;43;182;13.187;PARTIDO CÍVICO OBRAS
009286;40701;04;4034.0;25;29;220;11.364;PARTIDO CÍVICO OBRAS
048958;140126;14;4034.0;4;24;212;1.887;RENOVACIÓN POPULAR
020460;90314;09;4030.0;54;15;128;42.188;JUNTOS POR EL PERÚ
009020;40407;04;4029.0;45;29;174;25.862;JUNTOS POR EL PERÚ
040771;140106;14;4024.0;4;18;185;2.162;FUERZA POPULAR
050653;140130;14;4021.0;2;7;208;0.962;RENOVACIÓN POPULAR
085561;920202;92;4021.0;7;7;110;6.364;VOTOS EN BLANCO
067020;150504;15;4017.0;8;2;78;10.256;FUERZA POPULAR
085623;920202;92;4007.0;9;19;102;8.824;VOTOS EN BLANCO
031713;120806;12;4005.0;5;8;168;2.976;FUERZA POPULAR
087473;940910;94;4002.0;2;19;185;1.081;RENOVACIÓN POPULAR
085664;920202;92;3991.0;3;11;109;2.752;VOTOS EN BLANCO
074639;200114;20;3990.0;80;25;215;37.209;JUNTOS POR EL PERÚ
